	Shuffled : 0	Shuffled : 100	Shuffled : 500	Shuffled : 900
6x23	11.0	11.0	11.0	3.0
7x23	9.0	9.0	2.0	2.0
8x23	7.0	7.0	1.0	0.0
9x23	4.0	4.0	1.0	3.0
10x23	4.0	4.0	4.0	1.0
11x23	1.0	1.0	1.0	1.0
12x23	3.0	3.0	3.0	4.0
13x23	1.0	2.0	1.0	2.0
14x23	2.0	2.0	2.0	3.0
15x23	4.0	4.0	4.0	1.0
16x23	1.0	1.0	3.0	10.0
17x23	2.0	2.0	1.0	10.0
18x23	1.0	1.0	11.0	1.0
19x23	2.0	2.0	2.0	5.0
20x23	9.0	9.0	9.0	4.0
21x23	5.0	5.0	5.0	10.0
22x23	10.0	10.0	10.0	8.0
23x23	10.0	10.0	2.0	3.0
24x23	5.0	5.0	5.0	3.0
25x23	2.0	2.0	10.0	3.0
26x23	3.0	3.0	15.0	1.0
27x23	1.0	1.0	3.0	0.0
28x23	3.0	0.0	3.0	1.0
29x23	1.0	1.0	1.0	1.0
0x24	2.0	2.0	2.0	8.0
1x24	1.0	5.0	1.0	2.0
2x24	2.0	2.0	3.0	11.0
3x24	1.0	1.0	1.0	0.0
4x24	10.0	10.0	2.0	2.0
5x24	10.0	1.0	10.0	1.0
6x24	8.0	4.0	4.0	1.0
7x24	8.0	8.0	8.0	10.0
8x24	0.0	0.0	2.0	10.0
9x24	4.0	4.0	3.0	3.0
10x24	4.0	4.0	3.0	3.0
11x24	1.0	1.0	5.0	1.0
12x24	2.0	2.0	2.0	2.0
13x24	1.0	1.0	1.0	1.0
14x24	1.0	2.0	1.0	2.0
15x24	1.0	1.0	0.0	1.0
16x24	2.0	2.0	0.0	1.0
17x24	2.0	2.0	0.0	3.0
18x24	2.0	2.0	2.0	0.0
19x24	1.0	1.0	13.0	1.0
20x24	0.0	0.0	0.0	0.0
21x24	6.0	6.0	6.0	2.0
22x24	7.0	7.0	2.0	1.0
23x24	7.0	7.0	7.0	4.0
24x24	6.0	6.0	3.0	2.0
25x24	2.0	2.0	2.0	2.0
26x24	1.0	3.0	1.0	2.0
27x24	1.0	1.0	3.0	2.0
28x24	2.0	2.0	2.0	2.0
29x24	3.0	3.0	3.0	2.0
0x25	2.0	2.0	2.0	1.0
1x25	3.0	3.0	3.0	1.0
2x25	2.0	2.0	1.0	1.0
3x25	3.0	3.0	3.0	4.0
4x25	8.0	1.0	8.0	13.0
5x25	4.0	4.0	2.0	4.0
6x25	6.0	6.0	5.0	2.0
7x25	3.0	3.0	1.0	2.0
8x25	2.0	2.0	3.0	3.0
9x25	2.0	2.0	2.0	1.0
10x25	1.0	1.0	1.0	0.0
11x25	2.0	2.0	3.0	3.0
12x25	2.0	2.0	1.0	3.0
13x25	0.0	0.0	3.0	0.0
14x25	3.0	3.0	11.0	2.0
15x25	0.0	0.0	0.0	0.0
16x25	4.0	4.0	3.0	4.0
17x25	3.0	3.0	2.0	1.0
18x25	2.0	2.0	4.0	3.0
19x25	3.0	1.0	2.0	6.0
20x25	3.0	3.0	3.0	2.0
21x25	0.0	0.0	0.0	4.0
22x25	8.0	8.0	2.0	3.0
23x25	7.0	7.0	3.0	1.0
24x25	13.0	13.0	0.0	2.0
25x25	2.0	2.0	2.0	1.0
26x25	1.0	1.0	4.0	2.0
27x25	2.0	2.0	2.0	0.0
28x25	4.0	4.0	2.0	2.0
29x25	7.0	7.0	0.0	2.0
0x26	1.0	1.0	1.0	3.0
1x26	2.0	2.0	2.0	3.0
2x26	2.0	2.0	2.0	6.0
3x26	0.0	0.0	0.0	2.0
4x26	0.0	0.0	0.0	3.0
5x26	2.0	4.0	3.0	8.0
6x26	2.0	2.0	1.0	4.0
7x26	1.0	1.0	1.0	10.0
8x26	3.0	3.0	2.0	1.0
9x26	0.0	0.0	2.0	0.0
10x26	5.0	5.0	5.0	9.0
11x26	2.0	2.0	2.0	4.0
12x26	1.0	1.0	3.0	3.0
13x26	3.0	3.0	1.0	0.0
14x26	1.0	1.0	1.0	11.0
15x26	3.0	3.0	3.0	1.0
16x26	2.0	2.0	2.0	10.0
17x26	0.0	0.0	0.0	2.0
18x26	1.0	1.0	1.0	4.0
19x26	4.0	3.0	3.0	2.0
20x26	0.0	0.0	0.0	3.0
21x26	1.0	1.0	1.0	1.0
22x26	2.0	2.0	2.0	4.0
23x26	2.0	14.0	2.0	1.0
24x26	4.0	4.0	4.0	10.0
25x26	1.0	1.0	1.0	2.0
26x26	1.0	1.0	1.0	3.0
27x26	3.0	3.0	0.0	1.0
28x26	2.0	2.0	2.0	3.0
29x26	0.0	0.0	10.0	3.0
0x27	3.0	3.0	3.0	1.0
1x27	1.0	1.0	2.0	0.0
2x27	1.0	1.0	4.0	1.0
3x27	1.0	1.0	0.0	10.0
4x27	3.0	3.0	1.0	4.0
5x27	4.0	4.0	7.0	0.0
6x27	3.0	3.0	2.0	3.0
7x27	1.0	1.0	3.0	6.0
8x27	3.0	3.0	3.0	11.0
9x27	2.0	3.0	2.0	0.0
10x27	1.0	1.0	1.0	4.0
11x27	3.0	3.0	3.0	3.0
12x27	1.0	1.0	1.0	4.0
13x27	2.0	2.0	3.0	3.0
14x27	1.0	8.0	2.0	4.0
15x27	3.0	3.0	3.0	4.0
16x27	4.0	4.0	0.0	1.0
17x27	3.0	3.0	3.0	3.0
18x27	4.0	4.0	1.0	3.0
19x27	1.0	1.0	11.0	0.0
20x27	1.0	1.0	1.0	0.0
21x27	3.0	3.0	2.0	2.0
22x27	0.0	0.0	2.0	3.0
23x27	4.0	4.0	4.0	1.0
24x27	0.0	0.0	0.0	2.0
25x27	2.0	2.0	2.0	1.0
26x27	1.0	5.0	1.0	4.0
27x27	2.0	2.0	10.0	1.0
28x27	3.0	3.0	3.0	1.0
29x27	2.0	2.0	13.0	4.0
0x28	3.0	0.0	2.0	2.0
1x28	1.0	1.0	10.0	2.0
2x28	2.0	2.0	7.0	6.0
3x28	2.0	2.0	2.0	2.0
4x28	3.0	3.0	2.0	3.0
5x28	3.0	3.0	6.0	3.0
6x28	1.0	1.0	6.0	4.0
7x28	0.0	0.0	3.0	0.0
8x28	2.0	2.0	1.0	8.0
9x28	0.0	0.0	0.0	1.0
10x28	1.0	12.0	2.0	3.0
11x28	2.0	2.0	2.0	8.0
12x28	1.0	1.0	1.0	8.0
13x28	3.0	3.0	2.0	4.0
14x28	3.0	3.0	3.0	9.0
15x28	2.0	2.0	2.0	5.0
16x28	1.0	1.0	1.0	6.0
17x28	2.0	2.0	1.0	1.0
18x28	1.0	1.0	8.0	9.0
19x28	4.0	4.0	1.0	10.0
20x28	3.0	3.0	3.0	8.0
21x28	4.0	4.0	4.0	5.0
22x28	3.0	3.0	1.0	8.0
23x28	2.0	2.0	2.0	2.0
24x28	3.0	3.0	4.0	2.0
25x28	3.0	3.0	1.0	0.0
26x28	1.0	1.0	0.0	3.0
27x28	3.0	3.0	3.0	10.0
28x28	2.0	2.0	2.0	1.0
29x28	6.0	6.0	2.0	2.0
0x29	0.0	0.0	0.0	1.0
1x29	1.0	1.0	1.0	9.0
2x29	4.0	4.0	4.0	13.0
3x29	2.0	2.0	3.0	4.0
4x29	9.0	2.0	9.0	2.0
5x29	2.0	2.0	4.0	6.0
6x29	1.0	1.0	1.0	2.0
7x29	2.0	2.0	2.0	0.0
8x29	3.0	2.0	3.0	10.0
9x29	1.0	1.0	1.0	3.0
10x29	1.0	1.0	3.0	1.0
11x29	0.0	4.0	0.0	2.0
12x29	2.0	2.0	4.0	6.0
13x29	2.0	2.0	4.0	4.0
14x29	1.0	4.0	1.0	8.0
15x29	1.0	1.0	1.0	1.0
16x29	3.0	3.0	4.0	1.0
17x29	3.0	3.0	3.0	2.0
18x29	0.0	0.0	0.0	1.0
19x29	2.0	2.0	2.0	2.0
20x29	2.0	2.0	5.0	4.0
21x29	1.0	1.0	2.0	2.0
22x29	0.0	0.0	0.0	2.0
23x29	4.0	4.0	2.0	4.0
24x29	2.0	2.0	2.0	3.0
25x29	1.0	4.0	2.0	1.0
26x29	1.0	1.0	1.0	2.0
27x29	0.0	0.0	1.0	2.0
28x29	0.0	0.0	0.0	1.0
29x29	0.0	0.0	0.0	1.0
